Race,Precinct,PrecinctCode,Name,Party,Votes
"City of Seaside, Councilor, Ward 4",Totals,,David Posalski,,418.0
"City of Seaside, Councilor, Ward 4",Totals,,Hughes Meagan,,395.0
"City of Seaside, Councilor, Ward 4",Totals,,Write-in Totals,,7.0
"City of Warrenton, Commissioner, Position 1",112 - Warrenton East,112.0,Brandon Williams T,,293.0
"City of Warrenton, Commissioner, Position 1",112 - Warrenton East,112.0,Gerald Poe,,411.0
"City of Warrenton, Commissioner, Position 1",112 - Warrenton East,112.0,Write-in Totals,,5.0
"City of Warrenton, Commissioner, Position 1",113 - Warrenton West,113.0,Brandon Williams T,,885.0
"City of Warrenton, Commissioner, Position 1",113 - Warrenton West,113.0,Gerald Poe,,1078.0
"City of Warrenton, Commissioner, Position 1",113 - Warrenton West,113.0,Write-in Totals,,16.0
"City of Warrenton, Commissioner, Position 1",117 - Seaside North,117.0,Brandon Williams T,,
"City of Warrenton, Commissioner, Position 1",117 - Seaside North,117.0,Gerald Poe,,
"City of Warrenton, Commissioner, Position 1",117 - Seaside North,117.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 1",119 - Seaside East,119.0,Brandon Williams T,,
"City of Warrenton, Commissioner, Position 1",119 - Seaside East,119.0,Gerald Poe,,
"City of Warrenton, Commissioner, Position 1",119 - Seaside East,119.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 1",120 - Seaside South,120.0,Brandon Williams T,,
"City of Warrenton, Commissioner, Position 1",120 - Seaside South,120.0,Gerald Poe,,
"City of Warrenton, Commissioner, Position 1",120 - Seaside South,120.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 1",Totals,,Brandon Williams T,,1178.0
"City of Warrenton, Commissioner, Position 1",Totals,,Gerald Poe,,1489.0
"City of Warrenton, Commissioner, Position 1",Totals,,Write-in Totals,,21.0
"City of Warrenton, Commissioner, Position 2",101 - Astoria West,101.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",101 - Astoria West,101.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",101 - Astoria West,101.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",102 - Astoria East,102.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",102 - Astoria East,102.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",102 - Astoria East,102.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",103 - John Day/Walluski,103.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",103 - John Day/Walluski,103.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",103 - John Day/Walluski,103.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",104 - Astoria South,104.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",104 - Astoria South,104.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",104 - Astoria South,104.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",105 - Svensen,105.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",105 - Svensen,105.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",105 - Svensen,105.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",106 - Knappa,106.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",106 - Knappa,106.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",106 - Knappa,106.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",107 - Westport/Hillcrest,107.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",107 - Westport/Hillcrest,107.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",107 - Westport/Hillcrest,107.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",108 - Jewell,108.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",108 - Jewell,108.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",108 - Jewell,108.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",109 - Olney,109.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",109 - Olney,109.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",109 - Olney,109.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",110 - Stanley Acres,110.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",110 - Stanley Acres,110.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",110 - Stanley Acres,110.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",111 - Lewis and Clark/Chadwell,111.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",111 - Lewis and Clark/Chadwell,111.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",112 - Warrenton East,112.0,Darlene Warren L,,334.0
"City of Warrenton, Commissioner, Position 2",112 - Warrenton East,112.0,Jess Sollaccio,,385.0
"City of Warrenton, Commissioner, Position 2",112 - Warrenton East,112.0,Write-in Totals,,3.0
"City of Warrenton, Commissioner, Position 2",113 - Warrenton West,113.0,Darlene Warren L,,967.0
"City of Warrenton, Commissioner, Position 2",113 - Warrenton West,113.0,Jess Sollaccio,,1023.0
"City of Warrenton, Commissioner, Position 2",113 - Warrenton West,113.0,Write-in Totals,,7.0
"City of Warrenton, Commissioner, Position 2",114 - Clatsop Plains North,114.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",114 - Clatsop Plains North,114.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",114 - Clatsop Plains North,114.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",115 - Clatsop Plains South,115.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",115 - Clatsop Plains South,115.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",115 - Clatsop Plains South,115.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",116 - Gearhart,116.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",116 - Gearhart,116.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",116 - Gearhart,116.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",101 - Astoria West,101.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",101 - Astoria West,101.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",101 - Astoria West,101.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",102 - Astoria East,102.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",102 - Astoria East,102.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",102 - Astoria East,102.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",103 - John Day/Walluski,103.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",103 - John Day/Walluski,103.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",103 - John Day/Walluski,103.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",104 - Astoria South,104.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",104 - Astoria South,104.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",104 - Astoria South,104.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",105 - Svensen,105.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",105 - Svensen,105.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",105 - Svensen,105.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",106 - Knappa,106.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",106 - Knappa,106.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",106 - Knappa,106.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",107 - Westport/Hillcrest,107.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",107 - Westport/Hillcrest,107.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",107 - Westport/Hillcrest,107.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",108 - Jewell,108.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",108 - Jewell,108.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",108 - Jewell,108.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",109 - Olney,109.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",109 - Olney,109.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",109 - Olney,109.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",110 - Stanley Acres,110.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",110 - Stanley Acres,110.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",110 - Stanley Acres,110.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",111 - Lewis and Clark/Chadwell,111.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",111 - Lewis and Clark/Chadwell,111.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",112 - Warrenton East,112.0,Cochran- Melissa Spivey,,278.0
"City of Warrenton, Commissioner, Position 3",112 - Warrenton East,112.0,Tom Dyer,,439.0
"City of Warrenton, Commissioner, Position 3",112 - Warrenton East,112.0,Write-in Totals,,4.0
"City of Warrenton, Commissioner, Position 3",113 - Warrenton West,113.0,Cochran- Melissa Spivey,,737.0
"City of Warrenton, Commissioner, Position 3",113 - Warrenton West,113.0,Tom Dyer,,1219.0
"City of Warrenton, Commissioner, Position 3",113 - Warrenton West,113.0,Write-in Totals,,10.0
"City of Warrenton, Commissioner, Position 3",114 - Clatsop Plains North,114.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",114 - Clatsop Plains North,114.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",114 - Clatsop Plains North,114.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",115 - Clatsop Plains South,115.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",115 - Clatsop Plains South,115.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",115 - Clatsop Plains South,115.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",116 - Gearhart,116.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",116 - Gearhart,116.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",116 - Gearhart,116.0,Write-in Totals,,
"Clatsop Soil and Water Conservation District, Director, At Large, Position",101 - Astoria West,101.0,Mike Seppa,,1707.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",101 - Astoria West,101.0,Write-in Totals,,12.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",102 - Astoria East,102.0,Mike Seppa,,1096.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",102 - Astoria East,102.0,Write-in Totals,,7.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",103 - John Day/Walluski,103.0,Mike Seppa,,517.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",103 - John Day/Walluski,103.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",104 - Astoria South,104.0,Mike Seppa,,600.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",104 - Astoria South,104.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",105 - Svensen,105.0,Mike Seppa,,713.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",105 - Svensen,105.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",106 - Knappa,106.0,Mike Seppa,,820.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",106 - Knappa,106.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",107 - Westport/Hillcrest,107.0,Mike Seppa,,244.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",107 - Westport/Hillcrest,107.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",108 - Jewell,108.0,Mike Seppa,,199.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",108 - Jewell,108.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",109 - Olney,109.0,Mike Seppa,,312.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",109 - Olney,109.0,Write-in Totals,,1.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",110 - Stanley Acres,110.0,Mike Seppa,,151.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",110 - Stanley Acres,110.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",111 - Lewis and Clark/Chadwell,111.0,Mike Seppa,,1067.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,7.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",112 - Warrenton East,112.0,Mike Seppa,,578.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",112 - Warrenton East,112.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",113 - Warrenton West,113.0,Mike Seppa,,1600.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",113 - Warrenton West,113.0,Write-in Totals,,18.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",114 - Clatsop Plains North,114.0,Mike Seppa,,543.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",114 - Clatsop Plains North,114.0,Write-in Totals,,5.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",115 - Clatsop Plains South,115.0,Mike Seppa,,852.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",115 - Clatsop Plains South,115.0,Write-in Totals,,6.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",116 - Gearhart,116.0,Mike Seppa,,803.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",116 - Gearhart,116.0,Write-in Totals,,5.0
"City of Warrenton, Commissioner, Position 2",117 - Seaside North,117.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",117 - Seaside North,117.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",117 - Seaside North,117.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",118 - Seaside West,118.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",118 - Seaside West,118.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",118 - Seaside West,118.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",119 - Seaside East,119.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",119 - Seaside East,119.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",119 - Seaside East,119.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",120 - Seaside South,120.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",120 - Seaside South,120.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",120 - Seaside South,120.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",121 - Necanicum,121.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",121 - Necanicum,121.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",121 - Necanicum,121.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",122 - Arch Cape,122.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",122 - Arch Cape,122.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",122 - Arch Cape,122.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",123 - Cannon Beach,123.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",123 - Cannon Beach,123.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",123 - Cannon Beach,123.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",124 - Hamlet,124.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",124 - Hamlet,124.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",124 - Hamlet,124.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",125 - Elsie,125.0,Darlene Warren L,,
"City of Warrenton, Commissioner, Position 2",125 - Elsie,125.0,Jess Sollaccio,,
"City of Warrenton, Commissioner, Position 2",125 - Elsie,125.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 2",Totals,,Darlene Warren L,,1301.0
"City of Warrenton, Commissioner, Position 2",Totals,,Jess Sollaccio,,1408.0
"City of Warrenton, Commissioner, Position 2",Totals,,Write-in Totals,,10.0
"City of Warrenton, Commissioner, Position 3",117 - Seaside North,117.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",117 - Seaside North,117.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",117 - Seaside North,117.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",118 - Seaside West,118.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",118 - Seaside West,118.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",118 - Seaside West,118.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",119 - Seaside East,119.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",119 - Seaside East,119.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",119 - Seaside East,119.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",120 - Seaside South,120.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",120 - Seaside South,120.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",120 - Seaside South,120.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",121 - Necanicum,121.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",121 - Necanicum,121.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",121 - Necanicum,121.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",122 - Arch Cape,122.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",122 - Arch Cape,122.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",122 - Arch Cape,122.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",123 - Cannon Beach,123.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",123 - Cannon Beach,123.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",123 - Cannon Beach,123.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",124 - Hamlet,124.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",124 - Hamlet,124.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",124 - Hamlet,124.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",125 - Elsie,125.0,Cochran- Melissa Spivey,,
"City of Warrenton, Commissioner, Position 3",125 - Elsie,125.0,Tom Dyer,,
"City of Warrenton, Commissioner, Position 3",125 - Elsie,125.0,Write-in Totals,,
"City of Warrenton, Commissioner, Position 3",Totals,,Cochran- Melissa Spivey,,1015.0
"City of Warrenton, Commissioner, Position 3",Totals,,Tom Dyer,,1658.0
"City of Warrenton, Commissioner, Position 3",Totals,,Write-in Totals,,14.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",117 - Seaside North,117.0,Mike Seppa,,368.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",117 - Seaside North,117.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",118 - Seaside West,118.0,Mike Seppa,,372.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",118 - Seaside West,118.0,Write-in Totals,,6.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",119 - Seaside East,119.0,Mike Seppa,,586.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",119 - Seaside East,119.0,Write-in Totals,,6.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",120 - Seaside South,120.0,Mike Seppa,,761.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",120 - Seaside South,120.0,Write-in Totals,,5.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",121 - Necanicum,121.0,Mike Seppa,,199.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",121 - Necanicum,121.0,Write-in Totals,,2.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",122 - Arch Cape,122.0,Mike Seppa,,119.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",122 - Arch Cape,122.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",123 - Cannon Beach,123.0,Mike Seppa,,582.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",123 - Cannon Beach,123.0,Write-in Totals,,2.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",124 - Hamlet,124.0,Mike Seppa,,153.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",124 - Hamlet,124.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",125 - Elsie,125.0,Mike Seppa,,150.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",125 - Elsie,125.0,Write-in Totals,,2.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",Totals,,Mike Seppa,,15092.0
"Clatsop Soil and Water Conservation District, Director, At Large, Position",Totals,,Write-in Totals,,105.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",101 - Astoria West,101.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",101 - Astoria West,101.0,Write-in Totals,,115.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",102 - Astoria East,102.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",102 - Astoria East,102.0,Write-in Totals,,69.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",103 - John Day/Walluski,103.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",103 - John Day/Walluski,103.0,Write-in Totals,,29.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",104 - Astoria South,104.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",104 - Astoria South,104.0,Write-in Totals,,43.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",105 - Svensen,105.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",105 - Svensen,105.0,Write-in Totals,,32.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",106 - Knappa,106.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",106 - Knappa,106.0,Write-in Totals,,40.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",107 - Westport/Hillcrest,107.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",107 - Westport/Hillcrest,107.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",108 - Jewell,108.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",108 - Jewell,108.0,Write-in Totals,,12.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",109 - Olney,109.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",109 - Olney,109.0,Write-in Totals,,17.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",110 - Stanley Acres,110.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",110 - Stanley Acres,110.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",111 - Lewis and Clark/Chadwell,111.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,42.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",112 - Warrenton East,112.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",112 - Warrenton East,112.0,Write-in Totals,,26.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",113 - Warrenton West,113.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",113 - Warrenton West,113.0,Write-in Totals,,83.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",114 - Clatsop Plains North,114.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",114 - Clatsop Plains North,114.0,Write-in Totals,,26.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",115 - Clatsop Plains South,115.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",115 - Clatsop Plains South,115.0,Write-in Totals,,34.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",116 - Gearhart,116.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",116 - Gearhart,116.0,Write-in Totals,,33.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",101 - Astoria West,101.0,Ted Warila,,1545.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",101 - Astoria West,101.0,Write-in Totals,,16.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",102 - Astoria East,102.0,Ted Warila,,992.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",102 - Astoria East,102.0,Write-in Totals,,7.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",103 - John Day/Walluski,103.0,Ted Warila,,495.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",103 - John Day/Walluski,103.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",104 - Astoria South,104.0,Ted Warila,,549.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",104 - Astoria South,104.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",105 - Svensen,105.0,Ted Warila,,627.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",105 - Svensen,105.0,Write-in Totals,,5.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",106 - Knappa,106.0,Ted Warila,,739.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",106 - Knappa,106.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",107 - Westport/Hillcrest,107.0,Ted Warila,,220.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",107 - Westport/Hillcrest,107.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",108 - Jewell,108.0,Ted Warila,,179.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",108 - Jewell,108.0,Write-in Totals,,1.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",109 - Olney,109.0,Ted Warila,,298.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",109 - Olney,109.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",110 - Stanley Acres,110.0,Ted Warila,,130.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",110 - Stanley Acres,110.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",111 - Lewis and Clark/Chadwell,111.0,Ted Warila,,1008.0
